,CONCH,CTransPath,Prov-GigaPath,KEEP,ResNet50 (ImageNet),UNI2-h
CONCH,1.0,0.7027324622883846,0.6348470140005125,0.7643453239444707,0.5832780158718083,0.714036765648593
CTransPath,0.7027324622883846,1.0,0.7036348843666044,0.6353700385895987,0.6542387992393511,0.6930381080289758
Prov-GigaPath,0.6348470140005125,0.7036348843666044,1.0,0.615196430917404,0.4886736996261235,0.7807208993003277
KEEP,0.7643453239444707,0.6353700385895987,0.615196430917404,1.0,0.4033179058910897,0.7656738112148722
ResNet50 (ImageNet),0.5832780158718083,0.6542387992393511,0.4886736996261235,0.4033179058910897,1.0,0.4292332423785648
UNI2-h,0.714036765648593,0.6930381080289758,0.7807208993003277,0.7656738112148722,0.4292332423785648,1.0
