,CONCH,CTransPath,Prov-GigaPath,KEEP,ResNet50 (ImageNet),UNI2-h
CONCH,1.0,0.6330127333409207,0.5392108351051634,0.7099229540197166,0.5639631830680926,0.6403461087527542
CTransPath,0.6330127333409207,1.0,0.6028999656876068,0.5306713397494448,0.6535346936829857,0.5834280280888477
Prov-GigaPath,0.5392108351051634,0.6028999656876068,1.0,0.5155089929275336,0.41047607563642663,0.6855372311428606
KEEP,0.7099229540197166,0.5306713397494448,0.5155089929275336,1.0,0.3928329373598174,0.6885311786961055
ResNet50 (ImageNet),0.5639631830680926,0.6535346936829857,0.41047607563642663,0.3928329373598174,1.0,0.35229738773476316
UNI2-h,0.6403461087527542,0.5834280280888477,0.6855372311428606,0.6885311786961055,0.35229738773476316,1.0
