,CONCH,CTransPath,Prov-GigaPath,KEEP,ResNet50 (ImageNet),UNI2-h
CONCH,1.0,0.8411149910950119,0.799109356694676,0.8761585951838746,0.7622648915989008,0.8486859729080841
CTransPath,0.8411149910950119,1.0,0.839569517648953,0.7978669904874636,0.8110537961945566,0.8336277181639694
Prov-GigaPath,0.799109356694676,0.839569517648953,1.0,0.7844756921919728,0.6995364263638222,0.8833580859686029
KEEP,0.8761585951838746,0.7978669904874636,0.7844756921919728,1.0,0.6326268415772935,0.8764874258087516
ResNet50 (ImageNet),0.7622648915989008,0.8110537961945566,0.6995364263638222,0.6326268415772935,1.0,0.6562198509806834
UNI2-h,0.8486859729080841,0.8336277181639694,0.8833580859686029,0.8764874258087516,0.6562198509806834,1.0
