,CONCH,CTransPath,Prov-GigaPath,KEEP,ResNet50 (ImageNet),UNI2-h
CONCH,0.9999999999999996,0.6456008338484367,0.7223835788716961,0.6290456593641909,0.5952463023355528,0.7312949335680861
CTransPath,0.6456008338484367,0.9999999999999997,0.6985870024315487,0.5593594082997382,0.6118490207284353,0.6978882802416506
Prov-GigaPath,0.7223835788716961,0.6985870024315487,0.9999999999999997,0.6674169247903396,0.5951133107247533,0.6120814469855498
KEEP,0.6290456593641909,0.5593594082997382,0.6674169247903396,0.9999999999999998,0.5244637774388361,0.687002986357256
ResNet50 (ImageNet),0.5952463023355528,0.6118490207284353,0.5951133107247533,0.5244637774388361,0.9999999999999993,0.5841308961561341
UNI2-h,0.7312949335680861,0.6978882802416506,0.6120814469855498,0.687002986357256,0.5841308961561341,0.9999999999999996
