condition,encoders,mil,dim,auc,accuracy,f1,balanced_accuracy,n_test,seconds
single,musk,abmil,1024,0.7695798755186722,0.8827838827838828,0.6201739130434782,0.5948521784232366,273,23.8
single,musk,transmil,1024,0.7953838174273858,0.8937728937728938,0.6863933452168747,0.6552774896265561,273,57.4
