,CTransPath,Prov-GigaPath,KEEP,ResNet50 (ImageNet),UNI2-h
CTransPath,1.0,0.6445271704325328,0.5111270587917687,0.6310931194550482,0.5161386254555582
Prov-GigaPath,0.6445271704325328,1.0,0.540127158087512,0.4083554199095645,0.7167320615495001
KEEP,0.5111270587917687,0.540127158087512,1.0,0.33581333590874535,0.578680889016088
ResNet50 (ImageNet),0.6310931194550482,0.4083554199095645,0.33581333590874535,1.0,0.2402669587325267
UNI2-h,0.5161386254555582,0.7167320615495001,0.578680889016088,0.2402669587325267,1.0
