,gpfm,hoptimus0,virchow,virchow2
gpfm,1.0,0.9666402902396225,0.9643662023302073,0.9539781404220798
hoptimus0,0.9666402902396225,1.0,0.9589788435618819,0.948831885635706
virchow,0.9643662023302073,0.9589788435618819,1.0,0.9523624375861431
virchow2,0.9539781404220798,0.948831885635706,0.9523624375861431,1.0
