condition,recall@1,recall@5,recall@10,map,mrr,median_rank,ndcg,n_query,n_database
gcca,0.9976666666666666,0.9998999999999999,1.0,0.9987377777777778,0.9987377777777778,1.0,0.9990614536943685,5000.0,5000.0
autoencoder,0.9820000000000001,0.9976333333333334,0.9993333333333334,0.9890805081835375,0.9890805081835375,1.0,0.9917815594362578,5000.0,5000.0
joint_pca,0.9689666666666668,0.9956333333333333,0.9981666666666666,0.980921409348465,0.980921409348465,1.0,0.9855939032279615,5000.0,5000.0
mcca,0.9405666666666667,0.9892333333333333,0.9948,0.9624588261453756,0.9624588261453756,1.0,0.9715198147092385,5000.0,5000.0
procrustes,0.5424666666666667,0.7799333333333333,0.8508,0.6493357871816642,0.6493357871816642,1.6666666666666667,0.7239725467245774,5000.0,5000.0
unaligned_truncate,0.0004,0.0014666666666666667,0.0025666666666666667,0.002277120745453558,0.002277120745453558,2316.0833333333335,0.09633291791666578,5000.0,5000.0
unaligned_pca,0.0001,0.0005666666666666666,0.0010333333333333334,0.001195452316883339,0.001195452316883339,3205.5833333333335,0.09083711725406358,5000.0,5000.0
