model,nmse,r2,cosine
conch_v1,0.03749745249954936,0.9625025475004506,0.9884176473167452
ctranspath,0.17822883522948552,0.8217711647705145,0.9653405943342118
gigapath,0.4731297221988692,0.5268702778011308,0.7850977278162851
keep,0.2039343916600325,0.7960656083399675,0.9290473274027145
resnet50,0.12667374439959717,0.8733262556004029,0.9880793383252838
uni_v2,0.4658100123590413,0.5341899876409587,0.777057944571533
