,conch_v1,ctranspath,gigapath,keep,resnet50,uni_v2
conch_v1,1.0,0.8504287989306265,0.8714729894371241,0.8458320574740031,0.8317535088038318,0.8776781194892308
ctranspath,0.8504287989306265,1.0,0.9019006714187965,0.8480555030945307,0.896686567025965,0.9016389546250394
gigapath,0.8714729894371241,0.9019006714187965,1.0,0.8717187853915996,0.8879126206819371,0.9356106099012199
keep,0.8458320574740031,0.8480555030945307,0.8717187853915996,1.0,0.8242969725473706,0.886037921790782
resnet50,0.8317535088038318,0.896686567025965,0.8879126206819371,0.8242969725473706,1.0,0.8801449451862822
uni_v2,0.8776781194892308,0.9016389546250394,0.9356106099012199,0.886037921790782,0.8801449451862822,1.0
