kind,cosine,r2,nmse,retrieval_recall@1,retrieval_recall@5,retrieval_recall@10,retrieval_map,retrieval_mrr,retrieval_median_rank,retrieval_ndcg,retrieval_n_query,retrieval_n_database
cross_model,0.8943391244199084,0.6539155863987262,0.34608441360127384,0.6651,0.8599,0.9069,0.7535573015914498,0.7535573015914498,1.0,0.8074783885857031,5000.0,5000.0
self_roundtrip,0.9922758500372488,0.9753992069747401,0.02460079302525988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5000.0,5000.0
