component,eigenvalue,view_agreement
0,1.9953085869771403,0.9976542934885702
1,1.9921148122786236,0.9960574061393118
2,1.9846839350820253,0.9923419675410127
3,1.9766868290295545,0.9883434145147773
4,1.9700962061918004,0.9850481030959002
5,1.9660845904485007,0.9830422952242504
6,1.9588853259307624,0.9794426629653812
7,1.957349872488735,0.9786749362443675
8,1.952784598029945,0.9763922990149725
9,1.950123828393902,0.975061914196951
10,1.9466207869982948,0.9733103934991474
11,1.9406840317405167,0.9703420158702584
12,1.9374121029674947,0.9687060514837473
13,1.9293249283388503,0.9646624641694251
14,1.9284409382841592,0.9642204691420796
15,1.9240830507610098,0.9620415253805049
16,1.920762403203891,0.9603812016019455
17,1.9181712564519182,0.9590856282259591
18,1.9164136797766718,0.9582068398883359
19,1.9140383140783994,0.9570191570391997
20,1.9104882555047373,0.9552441277523687
21,1.9061568464099488,0.9530784232049744
22,1.9028342191822005,0.9514171095911003
23,1.8992426162059382,0.9496213081029691
24,1.8968950113767666,0.9484475056883833
25,1.8856307079375987,0.9428153539687993
26,1.8807981316037712,0.9403990658018856
27,1.8789957689165013,0.9394978844582507
28,1.8757464117195035,0.9378732058597518
29,1.8717670280503502,0.9358835140251751
30,1.871391589190334,0.935695794595167
31,1.8654671261174038,0.9327335630587019
32,1.8593000925762178,0.9296500462881089
33,1.8582415462589223,0.9291207731294612
34,1.8540284938127685,0.9270142469063842
35,1.8449028213154193,0.9224514106577096
36,1.8436783527603615,0.9218391763801808
37,1.83979956077264,0.91989978038632
38,1.83390919716386,0.91695459858193
39,1.8297401087173562,0.9148700543586781
40,1.8279069608833296,0.9139534804416648
41,1.8247502248067422,0.9123751124033711
42,1.822282462734016,0.911141231367008
43,1.8182880726304265,0.9091440363152132
44,1.81468281888775,0.907341409443875
45,1.8073838851386046,0.9036919425693023
46,1.8043657357442882,0.9021828678721441
47,1.8038319035868937,0.9019159517934469
48,1.7977310183341215,0.8988655091670608
49,1.7944181068494922,0.8972090534247461
50,1.7938092591639199,0.8969046295819599
51,1.7889947318661226,0.8944973659330613
52,1.7864046388171118,0.8932023194085559
53,1.7815447992723665,0.8907723996361833
54,1.7777989974093704,0.8888994987046852
55,1.7742246561625181,0.8871123280812591
56,1.7704220023456159,0.8852110011728079
57,1.7691628475869374,0.8845814237934687
58,1.7667429878241896,0.8833714939120948
59,1.761063687388621,0.8805318436943105
60,1.7587169912990925,0.8793584956495463
61,1.756697347214212,0.878348673607106
62,1.7528683361139359,0.8764341680569679
63,1.7492553902529264,0.8746276951264632
