condition,recall@1,recall@5,recall@10,map,mrr,median_rank,ndcg,n_query,n_database
gcca,0.94,0.9908999999999999,0.9956,0.9630519087104761,0.9630519087104761,1.0,0.9720599884786074,5000.0,5000.0
joint_pca,0.8992,0.9768,0.9869,0.9342431687540005,0.9342431687540005,1.0,0.9497791627320235,5000.0,5000.0
mcca,0.8216,0.9559,0.9763,0.8816794501823344,0.8816794501823344,1.0,0.9094774344880792,5000.0,5000.0
autoencoder,0.7818,0.9316,0.9608,0.8487081704112012,0.8487081704112012,1.0,0.8833528733583387,5000.0,5000.0
procrustes,0.6355999999999999,0.8402000000000001,0.8947,0.7281403728435356,0.7281403728435356,1.0,0.7870889082790871,5000.0,5000.0
unaligned_truncate,0.00039999999999999996,0.0013,0.0026,0.002078849658561298,0.002078849658561298,2181.0,0.09595381014419084,5000.0,5000.0
unaligned_pca,0.0,0.0001,0.0001,0.00032822768911681315,0.00032822768911681315,4586.75,0.08341900243417844,5000.0,5000.0
