,gpfm,hoptimus0,virchow,virchow2
gpfm,1.0,0.7115608299613891,0.651393806714719,0.6178667365448832
hoptimus0,0.7115608299613891,1.0,0.7005989894221919,0.677086789208121
virchow,0.651393806714719,0.7005989894221919,1.0,0.6627204141234458
virchow2,0.6178667365448832,0.677086789208121,0.6627204141234458,1.0
