source,gpfm,hoptimus0,virchow2
gpfm,0.8762183179299026,0.8192361329342749,0.7379455206574252
hoptimus0,0.8122646092852414,0.8890939247242754,0.7268154082405182
virchow2,0.8168980349519132,0.8121076350119308,0.8772398582756078
