condition,encoders,mil,dim,auc,accuracy,f1,balanced_accuracy,n_test,seconds
single,musk,abmil,1024,0.7032901691331924,0.683206106870229,0.4985125567880451,0.5382531712473573,262,21.8
single,musk,transmil,1024,0.6536733615221988,0.7022900763358778,0.5784653465346534,0.5851612050739958,262,42.3
