query,database,recall@1,recall@5,recall@10,mrr,median_rank,n
gpfm,hoptimus0,0.9855,0.9985,0.9995,0.9913832341269841,1.0,2000.0
hoptimus0,gpfm,0.9825,0.998,1.0,0.9889728174603175,1.0,2000.0
gpfm,virchow2,0.9835,0.9975,0.9995,0.9901884615384615,1.0,2000.0
virchow2,gpfm,0.976,0.9965,1.0,0.9859408730158731,1.0,2000.0
hoptimus0,virchow2,0.956,0.993,0.9975,0.9740700473137973,1.0,2000.0
virchow2,hoptimus0,0.942,0.9915,0.9975,0.96409666210982,1.0,2000.0
