,gpfm,hoptimus0,virchow2
gpfm,1.0,0.9122940307088839,0.9160198002860749
hoptimus0,0.9122940307088839,1.0,0.8862415448260361
virchow2,0.9160198002860749,0.8862415448260361,1.0
