,gpfm,hoptimus0,virchow2
gpfm,1.0,0.9542488718220625,0.9548669939157808
hoptimus0,0.9542488718220625,1.0,0.9379410023191272
virchow2,0.9548669939157808,0.9379410023191272,1.0
